Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),3:08,9,-2,4,5,20,0,7,19,3,1,0,9,10,4,no,10,4,0,1,2,2,3,2
2nd (56),5:39,0,-6,11,3,11,26,11,0,3,0,5,10,4,0,no,9,2,5,0,0,8,2,1
3rd (55),4:16,9,-1,4,3,19,0,0,21,3,0,1,0,14,5,no,14,4,0,3,3,0,6,2
4th (54),5:18,13,0,2,10,6,2,4,17,3,0,3,14,5,8,no,12,1,2,2,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (78),3:24,0,-5,1,3,3,76,0,0,2,0,6,10,0,0,no,14,1,12,0,0,3,1,1
2nd (64),3:27,9,-2,5,7,15,0,5,25,3,1,1,8,8,4,no,13,4,0,3,2,2,2,1
3rd (56),3:33,8,-1,5,3,32,0,4,5,1,0,4,9,9,4,yes,2,6,0,1,3,4,2,1
4th (47),2:45,13,-2,7,7,8,0,6,8,2,0,2,1,11,10,no,11,2,0,1,3,3,6,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:55,8,-4,2,3,3,50,0,0,2,0,7,8,8,5,no,14,1,10,0,2,1,3,1
2nd (60),4:12,16,0,1,3,16,0,3,21,1,0,1,15,11,9,no,11,4,0,3,4,2,3,1
3rd (55),2:59,9,-2,5,10,26,0,0,7,3,0,0,16,12,6,no,12,4,0,1,3,1,4,2
4th (50),2:32,1,-4,9,7,15,0,12,10,3,0,4,3,11,1,no,13,4,0,1,1,7,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:48,9,-3,5,7,12,1,5,27,3,0,0,6,18,3,no,13,2,0,4,2,1,5,1
2nd (60),3:59,0,-6,2,3,11,50,0,0,2,1,5,14,6,0,no,14,3,10,0,0,2,1,1
3rd (53),3:04,9,-2,6,8,19,0,7,6,2,0,3,8,14,7,no,8,4,0,1,3,5,3,0
4th (51),3:40,13,0,3,7,14,0,8,6,2,1,0,18,8,7,no,11,3,0,1,3,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:16,16,0,3,10,6,0,3,21,3,0,1,17,12,6,no,12,1,0,3,3,3,5,0
2nd (56),4:35,16,0,11,7,16,0,6,0,3,1,0,4,13,8,no,13,3,0,0,4,3,3,1
3rd (49),2:48,0,-4,4,3,7,31,0,8,3,0,3,9,12,4,no,9,1,5,2,2,2,3,2
4th (40),2:57,0,-4,0,13,10,21,0,0,3,2,5,16,9,1,no,8,2,6,0,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),6:38,5,-4,4,3,4,50,0,0,2,0,8,5,11,5,no,14,1,10,0,2,2,2,1
2nd (62),4:29,16,-1,3,10,20,1,0,13,3,0,1,16,11,8,no,12,3,1,2,4,2,2,1
3rd (52),7:29,6,-2,5,7,25,0,4,7,2,0,2,10,8,6,no,11,6,0,1,2,2,4,1
4th (47),3:53,5,-3,7,20,6,0,8,4,4,1,0,12,13,4,no,8,1,0,1,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:59,0,-5,5,10,14,34,0,0,3,0,6,6,8,0,no,12,4,6,1,0,1,2,1
2nd (58),2:28,18,0,1,15,16,0,0,8,3,1,2,14,2,10,yes,1,4,0,1,5,2,2,0
3rd (54),2:30,9,-3,6,7,20,0,7,8,3,0,2,0,4,6,no,13,4,0,1,3,3,4,0
4th (51),3:44,8,-3,4,5,8,2,2,25,3,0,0,10,16,2,no,10,1,2,3,1,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),2:49,6,-4,9,10,8,1,6,17,3,0,0,4,14,4,no,12,1,0,3,2,1,6,2
2nd (52),2:43,13,-3,3,20,10,0,9,0,4,1,3,13,4,10,no,8,3,0,0,4,5,1,0
3rd (49),2:50,5,-3,11,7,16,0,6,7,3,0,0,4,20,2,no,13,3,0,1,2,4,4,1
4th (46),4:15,12,-2,2,7,27,0,0,0,2,3,1,20,3,8,no,11,6,0,0,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),5:53,0,-4,2,5,9,55,0,0,2,0,6,18,5,0,no,12,3,10,0,0,1,0,2
2nd (59),5:27,5,-3,5,20,23,0,0,9,4,0,2,4,18,3,no,8,4,0,1,1,2,4,2
3rd (47),3:15,9,-1,4,7,13,0,0,15,2,1,1,11,8,9,no,11,3,0,2,3,3,4,0
4th (45),5:28,10,0,5,10,6,1,6,7,3,0,0,8,10,9,yes,2,1,0,1,5,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:20,13,0,8,7,21,0,3,11,3,0,1,4,16,4,no,13,4,0,2,3,3,3,0
2nd (63),4:27,17,0,1,20,5,0,4,16,4,1,1,14,6,6,no,8,1,0,2,3,3,4,0
3rd (45),4:56,0,-6,3,10,13,16,2,7,3,2,3,17,6,0,no,12,3,5,1,0,2,1,1
4th (41),2:54,0,-4,2,0,5,38,0,0,0,0,3,5,12,4,no,9,1,7,1,2,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:10,0,-6,2,3,10,55,0,0,2,3,7,11,7,0,no,14,2,10,0,0,1,2,0
2nd (56),4:09,16,-1,2,10,18,0,3,8,3,0,0,28,4,10,no,12,3,0,1,5,2,3,1
3rd (50),4:07,10,-2,14,7,0,0,9,12,3,0,2,2,30,7,no,13,0,0,2,4,6,3,0
4th (48),4:37,9,-2,2,3,26,0,4,6,1,0,2,9,9,8,no,11,6,0,1,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:44,9,-1,3,7,15,10,0,17,3,0,1,5,4,3,no,13,3,3,2,2,3,2,0
2nd (54),4:00,0,-6,0,5,2,40,0,13,2,0,6,8,0,0,no,12,1,9,2,0,0,3,1
3rd (49),3:00,18,0,4,7,8,0,3,9,2,1,3,8,8,12,no,11,2,0,1,5,3,3,1
4th (33),4:12,5,-3,4,13,14,0,0,0,3,0,0,4,13,9,no,8,2,0,0,4,2,5,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:52,9,-2,10,3,18,1,4,15,3,2,3,5,24,5,no,9,3,0,2,3,4,2,1
2nd (58),5:02,8,-3,2,3,7,36,5,0,2,0,5,10,6,5,no,14,2,8,0,2,3,3,0
3rd (52),2:33,17,0,0,7,21,0,0,7,2,1,1,12,4,10,no,11,4,0,1,4,0,5,1
4th (45),4:15,0,-5,2,8,10,26,4,0,2,0,2,18,11,0,no,8,3,6,0,0,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:51,3,-5,7,10,9,25,2,8,3,1,3,14,17,2,no,12,2,4,2,1,1,3,1
2nd (47),5:01,18,0,2,3,7,10,7,0,2,0,2,16,11,10,no,14,1,4,0,5,4,3,1
3rd (46),5:09,9,-3,9,7,20,0,4,0,2,1,1,10,22,9,no,11,4,0,0,3,3,4,1
4th (46),3:16,6,-4,4,7,19,0,3,11,3,4,1,18,8,4,no,13,5,0,2,2,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),2:50,9,-3,0,2,0,55,0,0,1,1,6,15,2,4,no,12,0,10,0,2,2,1,1
2nd (54),4:14,17,0,4,3,12,4,6,8,2,0,4,18,12,9,no,9,2,2,1,5,3,2,2
3rd (53),4:37,9,-2,8,7,17,0,8,6,2,0,2,10,19,8,no,11,3,0,1,3,4,4,1
4th (48),3:33,0,-6,5,7,20,0,4,18,3,0,2,4,14,3,no,13,5,0,3,1,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:44,13,-3,3,3,12,31,0,5,2,1,4,11,15,8,no,14,2,7,1,3,1,1,2
2nd (58),3:54,13,-1,5,7,6,0,4,24,2,0,2,4,9,6,no,11,1,0,3,3,5,4,0
3rd (51),4:28,4,-4,7,10,23,0,7,4,3,1,1,18,11,3,no,12,5,0,1,2,2,4,0
4th (36),4:11,6,-4,5,5,18,0,0,6,3,2,1,6,4,7,no,10,4,0,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:38,18,0,0,5,20,0,0,22,3,0,1,11,8,7,no,10,4,0,2,4,1,3,1
2nd (56),5:55,10,-3,4,0,7,31,0,7,2,0,4,8,13,6,no,13,2,7,1,2,1,2,1
3rd (48),3:39,3,-4,8,3,23,4,3,8,3,1,1,6,11,2,no,9,5,1,1,1,4,3,2
4th (47),5:57,4,-4,4,10,3,16,7,7,3,0,2,15,8,3,no,12,1,4,1,2,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),6:27,0,-5,1,10,0,64,0,0,3,0,6,16,0,0,no,12,0,10,1,0,3,1,0
2nd (62),3:45,9,-3,8,7,21,0,4,16,2,0,1,6,22,5,no,11,4,0,2,2,1,4,3
3rd (61),4:21,18,0,1,3,21,0,0,18,2,0,1,22,8,8,no,14,5,0,3,5,2,3,0
4th (51),3:04,8,-3,11,5,17,0,8,5,3,1,2,2,16,4,no,10,3,0,0,2,5,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:41,18,0,3,7,8,0,0,25,3,0,0,4,10,7,no,13,2,0,3,4,1,4,1
2nd (57),3:45,8,-3,5,20,8,0,8,11,4,0,1,4,13,5,no,8,2,0,1,2,3,5,1
3rd (55),3:27,0,-5,0,5,7,38,0,10,3,0,4,6,0,0,no,10,1,8,0,0,1,2,3
4th (48),6:22,9,-3,1,3,22,13,3,0,3,2,4,17,8,6,no,9,4,3,0,3,4,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),4:12,7,-2,3,3,20,18,3,5,3,0,3,10,10,3,no,14,4,5,1,2,3,2,1
2nd (53),5:53,5,-3,1,20,14,16,0,0,4,0,4,4,7,4,no,8,3,4,0,2,0,4,1
3rd (52),4:54,12,-1,1,5,11,0,3,21,2,0,3,12,8,6,no,10,3,0,3,3,3,3,1
4th (44),7:57,10,-4,9,3,6,5,8,7,2,2,3,14,15,8,no,9,1,3,1,3,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),5:43,17,-1,8,20,10,0,10,0,4,1,0,4,7,6,no,8,2,0,0,3,2,6,0
2nd (58),2:21,0,-6,6,0,3,50,5,0,0,1,6,6,14,0,no,13,1,10,0,0,3,2,1
3rd (56),3:46,17,-1,3,7,12,0,5,13,2,0,1,15,9,10,no,11,2,0,2,4,3,5,0
4th (48),4:16,2,-4,3,5,20,0,0,22,3,1,0,10,5,2,no,10,5,0,2,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),2:13,12,-1,10,7,23,0,10,0,3,1,1,2,13,5,no,13,4,0,0,3,3,4,0
2nd (54),4:19,13,0,1,20,5,0,0,15,4,0,1,12,7,7,no,8,1,0,2,4,1,4,2
3rd (50),6:18,0,-6,2,5,3,38,0,8,3,0,3,10,8,0,no,10,1,7,2,0,2,1,2
4th (37),5:11,5,-3,2,3,21,1,0,8,1,1,1,10,6,7,yes,2,4,1,1,3,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),2:27,8,-4,9,20,2,0,12,7,4,0,2,8,16,7,no,8,1,0,1,3,4,4,1
2nd (54),5:25,13,-1,6,7,23,0,0,6,2,2,2,12,10,6,no,11,5,0,1,3,2,3,0
3rd (45),4:26,3,-4,1,3,10,18,4,10,1,1,4,14,10,3,yes,3,2,4,2,2,2,2,2
4th (44),4:21,11,-2,0,3,24,1,0,7,3,0,1,14,12,10,no,9,5,0,1,4,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (73),4:26,8,-4,1,3,10,48,0,7,3,1,6,13,13,2,no,14,2,9,1,1,1,2,1
2nd (55),4:38,17,0,7,10,8,0,4,9,3,1,1,12,24,8,yes,6,1,0,2,4,2,4,1
3rd (51),3:02,8,-2,9,10,18,0,3,5,3,1,2,13,11,6,no,12,4,0,1,3,4,2,0
4th (40),5:15,1,-4,0,10,17,4,3,9,3,1,2,12,2,1,yes,3,4,2,1,1,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),2:49,16,0,5,10,21,0,2,9,3,0,1,17,15,8,no,12,4,0,1,4,2,3,1
2nd (56),4:22,5,-1,0,3,15,31,3,0,3,0,5,14,7,4,no,14,3,7,0,2,2,3,1
3rd (53),3:38,0,-2,6,15,6,0,2,26,3,0,2,6,23,4,yes,1,2,0,4,2,4,2,1
4th (50),5:26,3,-3,6,3,8,18,8,7,3,0,2,16,8,3,no,9,1,4,1,2,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),4:29,5,-3,4,3,13,31,0,4,3,0,4,4,16,4,no,9,3,6,1,2,2,2,1
2nd (54),3:36,11,-2,3,15,19,0,0,8,3,0,0,12,17,7,yes,1,3,0,1,4,1,4,2
3rd (54),5:18,3,-3,1,3,9,38,3,0,2,2,4,10,3,3,no,14,2,7,1,2,1,3,0
4th (53),5:26,12,-1,5,7,17,0,7,6,2,1,3,16,6,9,no,11,4,0,1,3,6,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (50),4:21,0,-4,1,20,29,0,4,0,4,0,6,4,2,0,no,8,7,0,0,0,4,2,1
2nd (49),4:47,18,0,2,10,14,2,3,0,3,0,2,12,2,9,no,12,2,2,0,5,3,3,0
3rd (47),4:32,9,-3,12,7,9,0,7,6,3,1,0,4,18,8,no,13,2,0,1,4,3,4,0
4th (43),3:15,5,-3,4,5,7,10,6,9,3,1,1,8,6,3,no,10,2,2,2,1,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),3:39,10,0,5,7,24,0,3,6,2,0,0,15,14,6,no,11,4,0,1,3,3,3,2
2nd (55),3:58,4,-3,3,3,0,48,0,0,3,1,2,6,13,4,no,9,0,7,1,2,1,2,2
3rd (54),5:30,8,-2,2,5,13,0,0,28,3,0,0,17,12,5,no,10,3,0,3,3,1,4,1
4th (50),10:51,5,-4,2,20,3,16,0,8,4,0,3,10,9,6,no,8,1,4,1,2,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:51,16,-1,8,10,3,0,13,10,3,1,0,10,13,7,yes,4,1,0,1,2,4,6,0
2nd (58),1:54,18,0,3,5,17,0,0,15,3,1,2,7,12,9,no,10,4,0,1,5,0,3,1
3rd (53),4:39,0,-5,1,3,12,38,0,4,3,1,2,5,4,0,no,14,2,7,2,0,2,2,2
4th (49),6:41,1,-5,1,15,26,0,0,11,3,0,1,20,13,3,yes,1,5,0,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:34,18,0,6,3,8,10,4,11,2,0,2,6,16,7,no,14,2,3,2,4,4,3,0
2nd (58),3:09,1,-3,1,3,5,48,3,0,3,1,6,16,7,4,no,9,1,7,1,2,2,1,2
3rd (48),2:46,8,-3,2,7,28,0,2,4,3,1,3,9,10,6,no,13,5,0,1,3,3,2,0
4th (43),3:58,5,-4,5,7,18,2,4,6,2,0,2,14,12,5,no,11,4,2,1,1,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:29,11,-1,9,20,0,0,11,8,4,0,3,11,10,10,no,8,0,0,1,4,7,2,0
2nd (58),5:27,12,-1,5,7,23,0,4,8,3,2,0,6,12,5,no,13,4,0,1,3,1,4,0
3rd (53),4:13,0,-3,1,3,4,48,0,0,2,0,3,6,11,1,yes,2,1,7,1,1,0,4,2
4th (46),5:37,8,-4,3,10,21,0,0,8,3,1,1,16,6,7,no,12,4,0,1,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),5:07,12,-1,6,7,14,1,7,15,3,1,1,11,5,5,no,13,3,1,2,3,4,1,0
2nd (51),4:27,6,-2,3,7,11,26,0,0,2,0,4,11,5,6,no,11,2,6,0,2,4,1,1
3rd (49),4:37,0,-3,5,15,13,0,6,13,3,0,1,6,16,4,yes,1,3,0,2,2,2,6,0
4th (48),4:51,13,-3,2,5,12,4,0,15,3,0,0,4,6,8,no,10,2,2,1,3,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),5:43,13,-2,6,3,0,48,0,0,2,1,5,6,16,6,no,14,0,9,0,3,1,2,2
2nd (54),6:03,5,-2,8,7,19,0,11,6,2,0,1,6,9,4,no,11,4,0,1,2,4,5,0
3rd (54),4:52,13,-1,4,15,16,0,0,7,3,1,1,11,10,7,yes,1,4,0,1,3,2,3,1
4th (53),5:19,0,-4,0,3,14,34,0,6,3,2,4,20,8,5,no,9,2,5,2,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (82),3:55,9,-3,4,10,0,55,0,7,3,0,6,14,6,1,no,12,0,10,1,1,1,1,1
2nd (54),3:35,9,-1,2,7,31,0,6,0,3,1,3,10,4,4,no,13,7,0,0,3,3,1,0
3rd (47),4:14,0,-6,9,15,14,1,0,14,3,0,2,0,22,0,yes,1,3,1,2,0,4,4,1
4th (47),2:36,14,0,3,7,16,0,7,0,2,0,1,12,4,8,no,11,3,0,0,3,4,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:26,0,-6,0,3,8,48,0,7,2,2,5,6,0,0,no,14,2,9,1,0,2,1,1
2nd (56),7:13,9,0,7,10,18,0,4,8,3,0,1,10,11,6,no,12,3,0,1,3,4,4,0
3rd (55),6:11,3,-2,11,15,17,0,3,8,3,0,1,9,24,6,yes,1,3,0,1,3,3,2,3
4th (48),5:53,15,-1,1,3,9,4,4,13,3,1,1,14,4,8,no,9,2,1,2,4,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),5:36,13,-3,2,3,3,36,0,0,2,1,6,6,8,8,no,14,1,7,1,3,0,4,1
2nd (51),6:15,8,0,3,20,16,0,4,0,4,0,1,6,12,6,no,8,4,0,0,3,2,4,1
3rd (48),5:46,1,-4,2,3,31,0,4,11,2,2,1,11,8,1,no,9,6,0,2,1,3,4,0
4th (43),5:57,4,-1,9,5,6,4,8,8,3,0,2,9,4,6,no,10,1,2,1,3,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),6:50,0,-4,1,10,14,25,7,0,3,0,3,12,4,1,yes,2,2,4,0,1,3,4,1
2nd (48),7:06,8,-2,3,7,19,0,4,9,2,1,1,11,5,8,no,11,4,0,1,3,3,2,2
3rd (47),9:56,16,0,6,3,14,0,0,8,3,0,1,4,14,11,no,14,3,0,1,5,3,5,1
4th (42),4:57,8,-2,7,5,8,0,3,13,3,1,1,7,11,6,no,10,2,0,1,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),5:15,18,0,4,3,13,0,6,10,2,0,1,12,9,7,no,14,4,0,1,4,4,4,1
2nd (52),5:54,16,-2,2,5,24,0,0,7,3,1,1,3,6,7,no,10,4,0,0,3,2,3,2
3rd (50),6:33,1,-5,0,20,11,16,0,7,4,1,3,10,4,1,no,8,2,4,1,1,1,3,1
4th (41),8:35,1,-5,12,10,4,1,12,6,3,1,3,5,11,3,yes,5,1,1,1,2,5,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),4:43,18,0,7,10,21,0,4,12,3,0,2,11,9,5,yes,5,4,0,1,3,4,3,0
2nd (58),6:42,18,0,8,3,6,10,4,9,3,2,0,10,18,6,no,9,1,2,1,3,3,4,2
3rd (53),7:27,0,-6,3,3,16,26,4,7,2,1,3,11,15,0,yes,7,3,6,1,0,2,4,0
4th (50),7:22,0,-6,2,10,16,10,3,15,3,0,2,16,6,3,yes,6,4,3,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),2:59,0,-6,3,7,4,62,0,0,3,0,8,8,11,0,no,13,1,11,0,0,1,1,1
2nd (59),5:10,9,-3,6,15,18,0,4,10,3,0,1,7,11,1,yes,1,4,0,2,1,4,4,0
3rd (54),5:10,18,0,5,7,5,0,5,14,2,1,0,11,12,10,no,11,1,0,2,4,2,5,1
4th (44),5:30,9,-3,1,5,21,9,2,0,2,1,4,16,8,9,no,10,4,2,1,4,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:15,17,0,2,7,24,0,2,7,2,1,1,10,1,9,no,11,5,0,1,3,2,4,0
2nd (56),6:44,8,-2,4,15,18,0,2,11,3,0,1,4,14,2,yes,1,3,0,2,1,2,5,2
3rd (51),5:06,5,-3,6,0,0,26,0,17,1,1,3,8,13,5,no,13,0,6,2,2,1,3,2
4th (39),7:01,1,-4,0,3,7,26,2,4,2,1,5,7,1,1,no,14,2,7,1,1,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),6:53,13,-1,0,3,12,25,0,10,3,0,1,18,10,6,no,9,3,3,2,3,2,3,1
2nd (54),5:49,13,0,5,7,8,2,4,15,2,0,2,10,16,7,no,11,1,2,2,3,3,4,1
3rd (45),6:09,0,-6,7,7,27,0,4,6,3,0,2,6,15,5,no,13,5,0,1,2,4,3,0
4th (40),5:52,5,-4,2,3,4,28,2,0,3,3,4,20,13,7,no,14,1,7,0,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),5:10,9,-2,3,2,8,28,4,5,1,0,5,6,12,6,no,14,1,7,1,3,1,4,1
2nd (54),3:49,16,0,3,5,16,0,6,8,3,0,2,10,8,11,no,10,3,0,0,5,4,2,1
3rd (53),4:09,1,-4,6,20,16,0,4,10,4,0,0,10,10,1,no,8,3,0,1,1,4,4,1
4th (51),3:44,8,-4,1,3,7,31,0,5,3,2,5,12,8,5,no,9,2,6,1,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),5:01,18,0,8,7,10,0,3,17,3,1,1,2,10,6,no,13,2,0,2,4,3,3,0
2nd (63),5:44,17,0,3,3,5,9,3,23,3,0,4,6,11,6,no,9,1,2,3,3,3,3,2
3rd (57),6:14,0,-6,2,10,26,16,3,6,3,0,3,16,8,0,no,12,5,4,1,0,1,3,1
4th (26),4:45,0,-5,4,5,16,4,2,0,2,2,3,5,0,4,no,10,4,2,0,2,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (71),4:19,11,-1,2,2,0,55,2,0,1,1,5,11,10,5,no,14,0,10,0,3,2,2,0
2nd (53),4:18,0,-3,10,20,17,0,9,0,4,0,2,5,27,1,no,8,3,0,0,1,4,5,1
3rd (53),4:05,13,-1,5,7,29,0,0,0,2,0,1,13,11,11,no,11,6,0,0,4,2,3,1
4th (53),5:17,5,-2,2,10,3,10,3,22,3,0,1,24,5,4,no,12,1,3,3,2,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),5:55,9,-3,7,20,22,0,9,0,4,0,2,8,13,6,no,8,4,0,0,3,5,2,0
2nd (63),4:15,5,-3,4,10,0,47,0,0,3,0,4,16,15,3,no,12,0,8,1,1,0,3,2
3rd (53),4:27,18,0,4,5,13,0,6,7,3,1,0,17,8,9,no,10,2,0,1,5,2,1,3
4th (52),3:28,0,-4,3,3,14,18,0,18,3,0,2,11,16,0,no,9,4,4,2,0,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),2:41,12,-1,9,7,19,0,8,5,3,0,0,14,12,5,no,13,3,0,1,3,5,3,0
2nd (49),3:17,4,-3,2,20,9,0,8,9,4,1,0,13,2,4,no,8,2,0,1,2,3,4,1
3rd (48),2:26,13,-2,6,5,0,4,0,22,2,2,1,10,23,7,no,10,0,2,3,3,0,3,3
4th (47),3:39,5,-4,2,3,15,26,0,0,2,2,4,11,11,6,no,14,3,6,0,2,4,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),2:57,9,-1,2,10,0,38,0,0,3,0,4,14,9,6,no,12,0,7,1,3,0,4,0
2nd (53),2:25,0,-6,6,7,11,10,6,19,3,1,0,6,8,0,no,13,2,3,3,0,2,3,1
3rd (53),3:37,13,-1,3,10,16,0,4,8,3,0,2,10,9,7,yes,3,3,0,1,4,4,2,1
4th (43),5:13,10,-2,4,8,16,0,0,7,2,1,1,12,16,9,yes,1,3,0,1,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (81),2:11,0,-6,2,3,0,76,0,6,2,0,7,6,8,0,no,14,0,12,1,0,1,2,2
2nd (59),3:09,14,-1,1,7,26,0,4,8,2,0,4,16,4,6,no,11,5,0,1,2,4,4,0
3rd (51),2:27,3,-2,12,7,12,0,11,8,3,0,1,2,11,5,no,13,3,0,1,3,5,3,0
4th (48),4:28,14,0,2,10,10,0,0,12,3,2,0,3,4,8,yes,3,2,0,1,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:46,14,0,3,3,24,0,0,23,3,1,1,6,12,6,no,14,6,0,3,3,0,3,2
2nd (49),3:36,17,0,2,7,13,0,3,7,3,2,2,5,1,8,no,13,3,0,1,4,3,2,0
3rd (45),3:17,0,-3,9,20,8,0,11,0,4,1,0,8,11,3,no,8,1,0,0,2,5,3,2
4th (45),2:57,0,-6,2,0,18,31,0,0,0,2,5,5,0,0,no,12,4,7,0,0,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),2:41,11,-2,6,3,22,0,8,17,2,1,3,6,8,4,no,14,5,0,2,2,5,3,0
2nd (58),2:14,18,0,8,20,6,0,6,0,4,0,1,2,23,10,no,8,1,0,0,5,2,6,0
3rd (57),2:51,0,-5,5,3,22,26,6,0,3,0,1,9,8,0,no,9,4,5,0,0,3,2,3
4th (50),3:24,6,-4,0,10,4,10,3,21,3,0,3,22,0,9,no,12,1,3,3,4,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),3:03,8,-1,2,5,3,38,0,0,2,0,2,6,6,3,no,12,1,7,1,2,1,3,1
2nd (52),3:04,11,-3,1,3,14,16,3,7,2,2,2,12,4,4,no,14,2,5,1,2,2,3,1
3rd (50),3:42,11,-1,1,10,23,0,0,6,3,0,3,6,6,9,yes,3,5,0,1,4,1,2,2
4th (48),2:44,1,-4,9,13,12,0,13,4,3,0,3,4,12,1,no,8,3,0,1,1,6,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:49,18,0,4,5,13,0,0,24,3,4,1,10,9,6,no,10,3,0,2,3,1,2,0
2nd (63),2:42,18,0,11,7,12,0,8,7,2,2,0,9,14,5,no,11,2,0,1,2,4,4,1
3rd (56),3:45,0,-6,5,20,19,0,6,12,4,1,0,14,13,0,no,8,3,0,2,0,3,2,3
4th (38),3:10,0,-6,5,3,14,13,3,6,3,2,3,9,6,0,no,9,4,3,1,0,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:01,18,0,4,7,21,0,4,12,2,1,3,4,2,5,no,11,5,0,1,2,4,3,0
2nd (55),3:05,0,-6,3,10,18,25,0,5,3,1,3,16,11,0,no,12,3,4,2,0,0,3,2
3rd (51),4:41,18,0,9,5,0,1,7,11,3,1,1,9,20,6,no,10,0,1,2,4,3,4,0
4th (51),5:32,0,-6,5,3,10,25,7,7,3,1,2,6,2,0,no,14,2,6,1,0,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:31,18,0,7,7,10,0,7,20,3,0,0,6,10,7,no,13,2,0,2,4,4,3,0
2nd (65),3:24,16,-1,1,10,21,0,0,18,3,0,3,5,10,5,yes,4,5,0,2,1,3,4,0
3rd (51),4:01,0,-5,3,3,12,31,7,0,1,0,4,8,2,0,no,9,3,7,0,0,3,1,3
