Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
3,54,4:42,0,-6,0,3,9,48,0,0,3,1,3,18,5,3,no,14,2,8,1,1,1,3,1,
4,53,2:40,14,-2,4,20,0,0,4,13,4,0,0,13,21,9,no,8,0,0,2,4,3,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,2:43,10,0,2,7,27,0,0,6,3,2,2,7,6,6,no,13,5,0,1,3,2,2,0,#62762012
2,51,3:21,3,-2,5,10,16,13,6,0,3,0,0,14,6,3,no,12,3,4,0,2,3,3,0,301
3,48,2:23,3,-2,4,5,8,0,3,27,3,1,0,10,11,3,no,10,2,0,4,2,3,3,0,
4,42,6:32,10,-2,7,10,12,1,4,0,3,1,0,10,18,7,yes,7,4,1,0,3,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:56,18,0,4,7,13,0,2,16,2,0,0,11,5,7,no,11,2,0,2,3,4,4,1,#48325284
2,50,4:49,14,0,1,10,4,18,3,0,3,0,2,12,7,9,yes,2,1,4,0,4,2,3,1,301
3,49,3:59,0,-4,3,0,21,16,0,13,0,0,3,9,17,6,no,12,4,4,2,3,1,3,1,
4,34,4:31,0,-6,2,5,10,10,3,10,3,0,1,3,6,2,no,10,3,2,2,1,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:22,16,-2,3,10,19,0,6,8,3,0,1,10,11,9,yes,4,4,0,1,3,2,2,3,#42826672
2,51,6:25,5,-3,7,7,12,0,6,17,3,3,0,7,6,2,no,13,2,0,2,2,3,3,0,301
3,48,6:45,1,-3,10,5,8,16,5,6,2,0,3,6,10,1,no,12,2,4,1,1,5,3,0,
4,46,3:46,10,-2,3,3,21,0,5,6,2,2,2,6,2,7,no,9,5,0,1,3,1,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,6:02,0,-6,7,10,12,43,3,0,3,0,8,12,10,0,no,12,3,9,0,0,2,0,1,#42703718
2,68,7:55,18,0,3,10,13,0,5,19,3,0,1,12,13,6,yes,4,3,0,2,2,2,5,1,301
3,67,4:54,18,0,2,20,8,0,7,12,4,0,0,10,10,3,no,8,1,0,1,2,2,7,1,
4,56,6:17,0,-6,4,3,27,13,5,10,3,0,5,11,12,0,no,9,6,3,1,0,5,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,5:59,8,-2,8,3,25,0,5,4,3,0,0,2,21,6,no,14,5,0,1,3,2,5,2,#65464493
2,50,4:30,3,-3,2,10,26,0,3,9,3,0,4,4,6,3,yes,3,6,0,2,2,3,2,0,300
3,49,4:04,5,-3,3,20,6,10,8,0,4,0,1,16,5,4,no,8,1,3,0,2,3,3,2,
4,48,3:13,16,0,3,10,3,16,0,0,3,2,3,11,1,8,no,12,1,3,1,4,1,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:50,13,-1,5,10,14,0,4,21,3,0,1,22,15,6,no,12,3,0,3,3,4,2,0,#65391556
2,61,3:17,0,-6,10,10,5,36,6,0,3,0,4,6,24,0,yes,2,1,7,0,0,3,3,1,300
3,51,5:15,13,0,0,7,9,0,0,22,2,1,1,32,8,8,no,11,2,0,3,3,2,3,2,
4,44,5:43,5,-4,4,13,26,0,0,0,3,0,1,17,30,8,no,8,5,0,0,3,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:15,11,-1,4,10,27,0,0,15,3,0,1,10,9,3,no,12,5,0,2,2,1,3,2,#64055503
2,55,2:44,10,0,3,20,5,0,0,17,4,0,0,8,15,7,no,8,2,0,2,3,2,4,1,300
3,49,4:46,5,-2,4,3,10,16,8,5,3,1,2,22,8,4,no,9,2,4,1,2,5,1,1,
4,46,3:31,0,-3,4,3,10,21,4,7,3,0,2,2,10,1,no,14,2,6,1,1,2,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:52,8,-1,6,8,14,0,6,16,2,0,0,4,17,4,yes,1,2,0,2,3,1,5,3,#64044197
2,53,3:18,1,-4,2,3,6,45,0,0,3,0,4,7,3,4,no,9,1,6,1,2,3,1,3,300
3,52,3:24,11,-3,6,7,11,0,10,10,2,0,1,6,4,6,no,11,3,0,1,2,4,6,0,
4,38,4:50,11,-3,1,3,15,8,3,0,3,2,4,14,7,9,no,14,3,4,0,4,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:10,14,0,5,3,3,31,3,0,3,0,3,11,22,9,no,14,1,6,1,4,3,3,0,#58658403
2,54,2:15,8,-1,4,7,25,0,0,11,2,1,2,7,8,6,no,11,5,0,2,3,2,3,0,300
3,41,4:11,0,-3,2,3,20,10,3,6,3,0,0,22,4,6,no,9,3,2,1,3,3,3,2,
4,34,3:07,5,-5,5,5,3,21,0,0,2,0,3,8,14,8,no,12,1,6,0,3,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:27,18,0,4,15,11,0,8,6,3,0,0,7,2,6,yes,1,2,0,1,3,4,5,0,#57393097
2,56,3:30,0,-6,2,3,9,31,6,11,1,1,3,10,7,0,no,9,2,7,1,0,2,1,3,300
3,55,6:06,15,0,11,7,16,0,6,0,2,0,2,4,17,7,no,11,3,0,0,3,3,6,1,
4,35,3:32,0,-5,1,0,19,10,3,7,2,1,2,9,4,5,no,13,4,3,1,2,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,3:08,6,-3,7,7,4,25,2,0,2,0,2,13,10,6,no,11,1,5,1,2,5,2,0,#53077596
2,48,3:58,8,-1,2,10,17,0,0,12,3,0,0,12,10,7,yes,3,3,0,2,3,1,4,2,300
3,47,4:00,10,0,1,7,21,0,4,4,3,0,1,8,7,7,no,13,4,0,1,4,1,4,1,
4,42,4:06,0,-4,6,10,5,21,4,0,3,0,3,12,18,5,yes,5,1,6,0,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:48,11,-1,2,2,0,38,3,7,1,0,4,10,8,3,no,14,0,7,2,2,2,3,2,#62682951
2,53,3:45,16,0,4,10,18,0,2,3,3,2,1,8,11,8,yes,3,3,0,1,4,2,2,1,300
3,48,2:58,5,-3,6,3,22,0,2,13,2,2,2,13,16,4,no,9,5,0,2,2,3,4,1,
4,45,3:04,0,-4,6,20,13,0,10,0,4,1,2,6,2,1,no,8,3,0,0,1,6,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:14,0,-6,4,0,5,62,0,0,1,0,7,2,13,0,no,13,1,11,0,0,1,2,2,#62841600
2,64,3:22,9,-2,3,10,29,1,3,11,3,0,2,16,10,3,no,12,6,1,1,2,1,3,1,300
3,63,3:42,16,0,6,20,0,0,4,17,4,1,1,14,13,8,no,8,0,0,2,4,4,3,0,
4,57,5:09,9,-2,2,5,23,0,7,13,2,0,2,10,6,3,no,10,5,0,2,2,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:59,0,-3,1,3,0,55,0,8,3,2,6,14,9,3,no,14,0,10,1,2,0,2,1,#48328947
2,62,3:33,16,0,6,7,24,0,9,0,2,0,3,11,8,8,no,11,4,0,0,3,5,4,0,300
3,56,6:02,10,0,5,10,3,16,2,10,3,0,5,12,14,9,no,12,1,3,2,4,3,2,0,
4,39,3:42,0,-3,7,20,13,0,2,0,4,1,1,8,14,6,no,8,3,0,0,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,4:16,0,-3,5,5,6,55,0,0,2,1,6,10,13,1,no,12,1,10,0,1,0,2,1,#48328498
2,50,4:00,13,-1,3,7,20,0,0,8,3,0,0,4,6,9,no,13,4,0,2,4,2,3,0,300
3,49,4:22,5,-2,2,20,18,0,6,0,4,0,1,14,8,4,no,8,5,0,0,2,4,2,1,
4,44,5:18,11,-1,7,5,8,0,7,7,3,2,0,5,6,5,no,10,2,0,1,3,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,2:56,16,0,4,7,22,0,0,18,3,0,2,6,12,5,no,13,5,0,2,3,1,3,1,#48322736
2,59,4:46,16,0,3,3,7,26,4,0,2,0,3,10,16,6,no,14,2,5,1,3,1,4,2,300
3,50,3:22,0,-4,3,20,20,0,4,7,4,2,1,16,4,1,no,8,4,0,1,1,4,2,0,
4,45,5:50,0,-4,6,3,9,25,6,0,3,2,4,12,12,1,no,9,2,5,0,1,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:08,14,0,6,3,33,0,0,8,2,1,1,4,21,6,no,14,6,0,1,3,0,5,2,#48278198
2,64,4:28,17,0,2,20,3,0,3,19,4,0,0,9,13,5,no,8,1,0,2,3,3,4,1,300
3,46,3:04,0,-6,6,5,10,13,3,15,3,2,3,8,9,0,no,10,2,3,2,0,4,1,1,
4,41,5:09,0,-3,0,3,3,36,2,0,3,3,5,26,4,3,no,9,1,7,0,2,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,6:14,8,-3,0,0,3,36,0,16,2,0,5,7,2,2,no,13,1,8,2,1,2,2,0,#42782156
2,58,6:08,0,-5,7,3,21,13,10,9,3,0,1,2,13,0,no,9,4,3,1,0,2,4,3,300
3,48,5:28,13,-1,7,7,20,0,2,0,2,1,1,8,5,9,no,11,4,0,0,4,2,4,1,
4,45,4:38,14,-2,1,20,9,0,3,0,4,1,1,11,8,10,no,8,2,0,0,5,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,6:15,17,0,9,7,23,0,4,3,2,1,1,10,25,8,no,11,5,0,1,3,2,4,0,#42708160
2,58,6:13,16,-1,1,3,9,21,0,9,3,1,2,8,9,5,no,14,2,6,1,2,0,5,1,300
3,45,5:27,0,-5,3,20,21,0,4,2,4,0,1,19,8,3,no,8,4,0,1,1,4,3,1,
4,43,7:19,1,-4,4,10,5,16,0,11,3,0,2,15,10,4,no,12,1,5,2,2,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,6:58,12,-1,3,5,11,0,8,21,3,1,2,14,4,8,no,10,2,0,2,4,5,1,0,#42651163
2,57,8:40,4,-1,1,7,30,0,0,16,3,1,1,14,6,3,no,13,6,0,2,2,1,3,0,300
3,50,4:10,10,-1,10,3,8,1,5,14,2,2,1,4,25,9,no,9,2,1,2,4,1,5,2,
4,44,9:06,0,-5,5,10,0,31,3,0,3,1,2,6,3,3,no,12,0,7,0,1,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,8:24,5,-3,3,10,21,0,4,17,3,1,2,16,7,1,no,12,4,0,2,1,3,4,0,#42301001
2,53,5:18,5,-5,4,3,16,26,0,4,3,0,4,8,14,3,no,14,3,7,1,1,2,3,1,300
3,51,8:47,8,-4,2,5,19,13,3,5,3,1,2,11,6,2,no,10,4,4,0,1,2,1,2,
4,50,6:15,18,0,5,10,2,13,2,0,3,0,2,4,12,8,yes,4,1,3,1,3,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:46,17,0,2,7,26,0,0,8,3,1,0,9,6,8,no,13,5,0,1,4,2,2,0,#65972662
2,53,3:11,0,-2,9,10,15,1,11,9,3,0,2,7,13,1,yes,3,3,1,1,1,5,3,1,299
3,45,4:50,1,-2,1,3,0,36,0,6,3,4,4,12,1,1,no,9,0,7,1,1,2,0,2,
4,37,3:45,8,-4,6,8,10,0,0,9,2,1,0,0,8,5,yes,1,2,0,2,2,2,5,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:57,5,-3,2,3,20,0,4,28,2,0,1,8,6,4,no,14,5,0,3,2,4,4,0,#65511138
2,51,3:22,3,-3,0,3,5,43,0,0,3,0,6,5,4,3,no,9,1,8,0,2,2,1,2,299
3,49,4:07,8,-1,2,5,17,18,0,0,2,0,6,11,8,5,no,12,3,6,0,3,1,1,2,
4,42,3:47,13,0,10,7,8,0,4,0,2,3,1,4,10,11,no,11,2,0,0,4,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:49,13,-1,10,7,8,0,12,14,2,0,1,16,20,4,no,11,2,0,2,2,5,5,0,#65305649
2,51,4:19,12,-1,2,7,0,31,0,0,3,0,4,8,14,8,no,13,0,7,0,4,0,3,1,299
3,49,3:26,10,-3,0,20,22,0,0,0,4,1,1,24,16,9,no,8,4,0,0,4,1,3,1,
4,45,3:19,0,-6,2,3,12,26,2,6,3,2,3,10,8,0,no,9,3,5,1,0,4,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:50,18,0,7,7,10,0,4,16,2,0,2,9,20,10,no,11,2,0,2,4,3,4,1,#65241835
2,48,4:57,3,-5,1,3,15,31,0,0,3,2,5,11,6,4,no,14,3,6,1,2,2,2,0,299
3,47,3:46,9,-3,6,7,15,0,7,6,3,1,3,8,4,6,no,13,4,0,1,3,4,2,0,
4,46,4:05,6,-4,1,20,19,4,0,0,4,0,1,18,16,7,no,8,4,2,0,3,1,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:29,5,-2,2,3,9,38,3,0,3,1,5,16,5,4,no,14,2,8,0,2,2,1,2,#65153350
2,55,3:38,16,0,4,7,19,0,0,9,3,0,0,8,5,11,no,13,3,0,1,5,3,3,0,299
3,39,3:10,0,-3,6,7,16,0,5,8,2,1,3,4,10,3,no,11,4,0,1,1,5,4,0,
4,32,2:19,8,-2,4,5,6,0,0,11,3,2,0,6,14,9,no,10,1,0,2,4,0,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:07,16,0,6,3,13,10,5,10,3,0,2,8,9,8,no,14,2,3,1,4,5,2,1,#64623262
2,56,3:26,1,-4,5,3,13,26,6,6,3,0,1,2,12,1,no,9,3,5,1,1,1,3,3,299
3,53,3:11,16,-2,3,7,17,0,0,12,2,2,2,12,8,10,no,11,4,0,2,3,1,4,0,
4,45,3:31,1,-4,2,5,6,18,3,14,3,0,4,15,8,6,no,10,1,5,1,3,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:59,18,0,4,7,28,0,3,0,3,0,2,8,4,7,no,13,6,0,0,4,2,3,0,#63957443
2,56,2:58,8,-4,1,0,4,38,0,9,0,1,5,8,2,5,no,12,1,7,2,2,1,2,2,299
3,50,5:01,8,-3,6,10,8,0,6,15,3,1,2,4,15,6,yes,7,1,0,2,3,2,6,1,
4,50,3:08,1,-4,3,20,13,0,4,13,4,2,2,9,8,1,no,8,3,0,2,1,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,3:32,5,-4,4,20,0,13,4,9,4,0,1,12,16,6,no,8,0,4,1,2,2,3,2,#63811435
2,49,2:20,7,-2,6,7,28,0,3,0,3,1,2,8,8,5,no,13,6,0,0,3,2,3,0,299
3,48,3:10,7,-1,3,7,14,1,3,14,2,0,1,14,6,6,no,11,3,1,2,2,4,3,1,
4,40,3:31,10,-2,3,10,0,9,4,6,3,0,3,2,6,7,yes,3,0,2,2,3,4,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:32,18,0,2,7,28,0,3,10,2,0,4,9,4,8,no,11,6,0,1,3,3,2,1,#63283588
2,54,4:27,12,-2,3,3,11,16,0,11,3,1,3,10,6,7,no,9,2,3,1,3,3,4,1,299
3,49,2:45,3,-5,2,3,17,18,3,8,3,1,4,10,6,2,no,14,3,6,1,1,1,4,1,
4,44,2:44,3,-5,7,7,0,16,0,16,3,0,2,0,13,2,no,13,0,5,3,1,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:32,14,0,1,20,19,0,0,0,4,1,4,4,4,7,no,8,5,0,0,4,0,4,0,#63016309
2,49,2:56,4,-2,3,10,19,1,0,14,3,0,1,14,8,4,no,12,4,1,2,3,1,3,1,299
3,46,5:29,10,-3,8,2,2,18,9,0,1,0,4,4,21,6,no,14,1,4,1,2,4,5,1,
4,40,4:53,3,-4,2,7,23,1,0,8,2,0,0,11,0,5,no,11,4,1,2,1,3,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:59,4,-3,6,3,13,38,0,0,3,0,1,2,20,1,no,14,2,7,1,1,2,3,2,#61101529
2,52,2:19,5,-3,7,7,12,0,7,17,3,1,1,14,10,4,no,13,3,0,3,3,4,1,0,299
3,48,2:54,16,-1,1,10,15,1,0,6,3,1,2,18,0,8,no,12,4,1,1,4,1,3,0,
4,46,3:45,10,-4,4,13,18,0,5,0,3,1,1,12,16,9,no,8,4,0,0,3,1,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:34,12,-1,2,3,17,9,4,17,3,0,1,9,10,4,no,14,4,3,2,3,2,4,0,#60171419
2,59,3:22,0,-6,2,7,0,55,1,0,3,1,5,11,7,0,no,13,0,10,0,0,3,1,0,299
3,54,2:36,12,-2,8,5,27,0,4,0,2,0,1,8,16,8,no,12,6,0,0,4,2,4,0,
4,50,4:03,11,-2,4,7,12,4,0,14,2,0,1,15,10,9,no,11,2,1,3,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:49,18,0,6,7,23,0,5,0,3,2,0,8,10,5,no,13,5,0,0,3,2,3,0,#62471841
2,58,4:46,18,0,8,3,9,0,4,16,3,0,1,4,12,7,no,14,3,0,2,4,3,4,2,299
3,54,2:47,0,-6,9,7,24,0,6,14,2,0,0,8,12,2,no,11,4,0,2,0,5,2,3,
4,50,3:04,0,-6,0,2,4,43,0,7,1,1,5,14,0,0,no,12,1,9,1,0,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:51,18,0,1,7,24,0,0,9,3,1,1,4,2,7,no,13,5,0,1,4,2,1,1,#62113519
2,58,2:46,10,-1,7,10,19,0,4,9,3,0,1,17,12,8,no,12,4,0,1,3,4,3,0,299
3,50,3:21,1,-4,9,3,8,0,11,22,1,0,1,2,18,2,no,11,1,0,3,1,3,7,2,
4,49,2:57,0,-4,2,2,0,48,1,0,1,2,6,12,3,5,no,14,0,9,0,2,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:40,12,-1,5,7,23,0,0,22,3,1,0,4,15,3,no,13,4,0,3,2,0,4,1,#61075580
2,55,3:44,0,-6,3,3,7,48,0,0,3,2,4,10,3,2,no,14,1,8,1,1,1,3,1,299
3,43,4:56,10,-2,4,3,11,4,7,6,3,1,2,9,4,10,no,9,3,1,1,4,4,3,0,
4,41,2:36,12,-1,3,5,17,0,0,5,3,2,3,3,4,9,no,10,4,0,0,4,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:40,18,0,6,3,25,0,10,0,2,2,2,9,4,4,no,9,5,0,0,3,5,3,0,#63401757
2,60,4:17,17,0,3,20,9,0,0,11,4,0,0,4,4,8,no,8,2,0,1,4,3,4,0,299
3,59,4:14,0,-6,2,0,12,48,3,0,0,0,5,2,4,0,no,12,3,8,1,0,1,3,2,
4,41,2:57,0,-5,1,2,7,13,0,23,1,0,1,6,9,3,no,14,1,5,3,2,1,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:58,16,0,9,7,12,0,6,9,3,0,2,4,13,11,no,13,3,0,1,5,3,3,0,#50616441
2,54,4:03,9,-2,2,10,25,10,0,0,3,0,0,6,14,4,yes,2,5,2,0,2,1,3,2,299
3,53,4:10,0,-6,2,3,5,36,4,9,2,0,3,12,10,0,no,14,1,7,2,0,3,4,1,
4,51,4:46,9,-2,1,5,19,0,4,15,3,1,0,17,2,6,no,10,4,0,1,3,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,4:12,18,0,2,10,9,0,3,12,3,0,0,6,0,7,yes,3,2,0,2,4,3,4,0,#42826395
2,48,7:00,17,0,4,10,10,0,7,0,3,3,0,13,6,8,yes,4,2,0,0,3,3,4,0,299
3,43,3:52,0,-6,4,7,23,0,0,15,3,1,0,0,9,5,no,13,5,0,2,2,1,3,1,
4,33,4:46,0,-5,3,0,8,21,0,6,0,0,3,6,10,6,yes,2,1,6,1,3,2,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,6:40,9,-1,6,3,22,0,6,9,2,1,2,12,15,6,no,9,5,0,1,3,4,2,2,#42824615
2,51,4:00,18,0,2,3,15,0,4,9,1,1,2,6,4,11,no,11,3,0,1,5,2,4,1,299
3,47,4:49,0,-6,1,0,0,36,0,16,0,2,5,5,2,0,no,12,0,8,2,0,2,4,0,
4,36,6:12,5,-3,6,7,11,1,3,6,3,1,1,14,16,9,no,13,2,1,1,4,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,4:36,16,-2,3,10,13,10,0,0,3,0,4,10,6,10,no,12,3,3,0,4,2,3,0,#42760642
2,48,5:22,11,-1,4,7,19,0,8,0,2,0,0,7,6,8,no,11,4,0,0,3,3,5,1,299
3,44,6:51,1,-4,3,2,6,36,0,0,1,3,4,8,8,1,no,14,2,8,0,1,0,3,1,
4,43,6:19,6,-3,9,7,18,0,3,3,3,1,2,4,9,9,no,13,3,0,1,4,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,6:09,10,-1,8,7,5,0,5,24,2,0,0,6,21,7,no,11,1,0,3,3,3,5,1,#42356404
2,55,5:02,5,-2,5,3,8,36,0,0,3,0,6,10,17,6,no,14,2,8,0,3,1,3,1,299
3,47,11:19,11,-2,3,10,4,13,0,8,3,1,2,14,8,7,no,12,1,3,2,3,2,3,0,
4,40,6:11,0,-5,0,3,38,1,3,0,3,1,3,24,8,6,no,9,8,0,0,2,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,6:53,12,-1,2,7,6,13,0,16,3,0,2,2,7,3,no,13,1,4,3,2,2,3,0,#42336979
2,46,6:24,16,-1,4,10,8,0,0,9,3,1,0,8,6,10,yes,4,1,0,1,3,4,4,1,299
3,43,4:54,0,-5,8,10,21,0,9,0,3,1,0,2,2,0,no,12,5,0,0,0,2,5,2,
4,41,4:45,6,-3,4,5,0,10,3,16,3,1,0,11,8,7,no,10,0,3,1,3,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,6:27,13,-1,2,10,16,0,0,23,3,0,2,20,17,7,yes,5,4,0,3,4,1,2,1,#42290687
2,56,5:00,5,-1,1,10,3,38,0,0,3,0,4,8,6,5,yes,3,1,7,1,2,1,3,0,299
3,53,7:18,10,-2,5,15,16,0,0,9,3,0,0,11,26,8,yes,1,3,0,2,3,1,4,2,
4,38,6:23,0,-4,0,3,23,13,3,0,3,0,5,12,2,2,no,14,5,5,0,1,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:32,8,-1,1,3,14,36,0,0,2,2,7,16,4,4,no,14,3,8,0,2,2,1,0,#65081232
2,56,3:45,14,-1,10,7,18,0,4,4,2,0,3,7,26,8,no,11,4,0,1,3,4,3,1,298
3,46,3:49,2,-1,1,15,14,0,0,15,3,1,0,18,11,4,yes,1,2,0,2,3,1,5,1,
4,43,2:43,0,-5,4,10,13,21,0,0,3,0,2,12,12,0,no,12,3,6,0,0,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:11,5,-5,3,5,24,0,6,21,3,0,2,11,6,3,no,10,5,0,2,1,3,1,3,#64992463
2,57,3:24,4,-3,4,10,18,16,0,8,3,0,5,6,5,1,no,12,5,4,1,1,1,2,1,298
3,53,4:36,15,-1,7,10,0,0,5,17,3,0,1,8,24,10,yes,4,0,0,2,4,2,5,2,
4,53,3:14,11,-2,3,20,8,0,13,0,4,0,0,18,8,7,no,8,1,0,0,4,5,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:45,4,-4,0,5,3,48,0,4,2,0,4,22,8,1,no,12,1,8,2,1,1,2,1,#64644333
2,45,3:11,5,-5,5,13,8,4,0,15,3,0,1,6,21,3,no,8,1,2,2,1,2,5,2,298
3,45,3:14,9,-2,2,7,18,0,2,9,2,1,2,11,2,8,no,11,4,0,1,3,4,3,0,
4,44,2:41,17,0,7,5,15,0,0,0,2,3,1,4,12,9,no,10,3,0,0,5,1,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:22,9,-2,8,10,20,0,8,7,3,0,3,10,7,3,no,12,4,0,1,2,6,2,0,#64607186
2,57,3:26,0,-6,1,3,5,48,0,6,3,1,3,16,8,0,no,9,1,8,1,0,2,3,1,298
3,56,3:32,10,-1,9,7,16,1,6,8,2,0,1,6,22,8,no,11,3,1,1,3,1,4,3,
4,56,3:35,13,-1,3,5,8,0,6,22,3,0,2,13,8,11,no,10,2,0,2,5,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:44,11,-1,4,3,16,4,5,13,3,0,2,8,15,4,no,14,4,1,3,3,2,5,0,#64531366
2,52,2:27,14,-1,7,7,16,0,9,0,3,1,2,11,2,9,no,13,3,0,0,4,6,1,0,298
3,52,2:18,4,-3,2,20,23,0,0,6,4,0,0,10,16,3,no,8,5,0,1,2,0,4,2,
4,45,2:41,5,-5,1,3,0,25,1,15,2,2,4,10,6,5,no,9,0,6,2,2,2,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,2:46,5,-4,10,3,18,34,3,0,3,1,2,16,24,3,no,9,3,5,1,1,2,2,3,#63004849
2,67,3:00,18,0,3,7,14,0,4,21,2,0,1,12,13,9,no,11,3,0,3,4,1,4,1,298
3,59,5:23,3,-4,5,10,9,36,0,0,3,0,5,20,18,2,no,12,2,8,0,1,2,2,0,
4,49,4:07,9,-3,2,5,15,0,3,18,3,0,1,15,8,8,no,10,3,0,2,4,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,3:01,11,-2,0,20,21,0,0,0,4,1,2,9,6,7,no,8,4,0,0,3,3,2,1,#62551017
2,46,4:01,1,-2,13,5,9,0,5,15,3,1,0,11,23,6,no,10,2,0,1,3,4,2,2,298
3,44,2:50,3,-1,0,10,6,18,0,8,3,0,3,24,10,6,no,12,1,6,1,3,0,3,1,
4,41,3:35,6,-2,5,3,9,13,7,0,2,1,4,5,10,7,yes,2,2,3,0,3,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:14,11,-1,2,5,19,1,0,19,3,0,0,13,9,5,no,10,3,1,2,3,3,2,1,#61494734
2,43,2:35,0,-3,9,10,20,0,7,0,3,1,2,5,16,3,yes,4,4,0,0,1,4,3,2,298
3,43,4:44,5,-2,6,7,6,0,4,17,3,1,0,8,10,9,no,13,2,0,2,4,2,4,0,
4,37,3:29,10,0,1,13,13,0,0,0,3,4,1,13,4,12,no,8,3,0,0,5,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:16,13,-1,2,7,19,0,0,14,2,0,0,12,6,11,no,11,4,0,2,4,1,4,1,#59791178
2,53,4:20,0,-6,1,7,20,31,0,0,3,2,4,11,8,0,no,13,4,7,0,0,1,1,0,298
3,50,3:50,9,-1,5,3,16,0,4,14,2,0,0,10,14,8,yes,7,3,0,2,4,3,4,1,
4,50,5:27,10,-2,1,10,0,31,0,0,3,0,1,4,9,4,yes,2,0,5,1,3,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:13,9,-3,11,10,16,0,5,10,3,0,0,8,16,4,no,12,3,0,2,2,2,5,1,#61318243
